1.14528191,1.577375562,0.666122515,0.224152934,348.6502887,21863.19129,0
1.059248625,1.647668169,0.713403506,0.198728733,297.3441944,23098.84866,0
1.076976749,1.615515117,0.627314974,0.243543291,312.1132165,24283.554,0
1.486827336,1.887569674,1.132376027,0.194138883,575.5764307,44653.58925,0
1.091722176,1.550229871,0.802236872,0.190082254,314.3650744,29009.81709,0
1.05589766,1.492316741,0.652907765,0.199770117,295.6359598,26837.92846,0
1.056891573,1.533012564,0.610314372,0.252297986,302.252562,22558.87109,0
1.142245657,1.64529699,0.654860244,0.219142098,346.3035905,23178.33664,0
2.175451099,5.864994474,0.484132901,1.402866566,1715.359254,133242.34,1
1.059487283,1.711375752,0.620620562,0.268248698,305.7844907,27018.37326,0
0.976772007,2.658837625,0.079854491,0.780251251,400.0961453,22882.57429,1
1.070312115,1.527141015,0.675023407,0.200795295,303.5870143,26372.99054,0
1.054539058,1.598773354,0.689939558,0.215838581,296.6115631,25573.36436,0
1.033147449,1.855120628,0.67822212,0.236469832,287.5677778,28751.40988,0
1.268918846,2.265656138,0.740491396,0.316093212,437.7779089,32496.29765,0
1.086451326,2.173897676,0.380705684,0.530583493,374.2452037,27031.52209,1
1.017130258,1.436023019,0.689064241,0.200436926,275.1306041,23143.61345,0
1.103089385,1.736704443,0.703119529,0.214527233,323.2839998,27453.01837,0
1.045215674,1.583236874,0.616453494,0.216554959,291.6791952,25516.94874,0
1.096124732,1.523602085,0.657290832,0.213482086,319.2483914,21827.8218,0
1.136846899,1.700271361,0.798128364,0.219345575,343.1765383,32988.79781,0
1.090590192,1.733388213,0.705312644,0.234198503,318.524392,30211.57946,0
1.059929366,1.618696215,0.402861054,0.302282732,310.9952284,25637.35177,0
1.94721063,5.861208101,0.560343896,1.220091086,1351.744383,85497.33744,1
1.255521631,2.738411169,0.349042296,0.817580801,574.6618706,35653.85288,1
1.117369982,1.561089022,0.720082023,0.210951635,331.0121651,31101.37269,0
1.142620167,1.724795511,0.721963969,0.25578815,350.9781567,27790.69204,0
1.189097566,1.744756714,0.74940694,0.274530193,381.2658809,33365.52137,0
1.041575272,1.582756429,0.488521873,0.308849771,302.1484106,26294.96804,0
1.055026094,1.566143913,0.768725227,0.172215196,292.540962,25421.28742,0
1.115104262,1.676290607,0.695496688,0.216547576,330.3296943,29747.71293,0
1.913328411,5.594385211,0.328354788,1.373827314,1420.346136,107475.0908,1
1.085863106,1.625887368,0.614852338,0.274292139,321.1097246,22987.49887,0
1.586528237,4.457712274,0.585963464,1.011699098,906.3953693,66166.76456,1
1.037167137,1.630057946,0.607459362,0.25041793,291.4367515,25203.1097,0
1.01369128,1.478974382,0.699665458,0.195707517,272.8630896,21363.89784,0
1.041106854,1.629799427,0.556227562,0.280122837,297.5673052,22174.33919,0
1.255010411,1.743107594,0.771729499,0.246011336,418.7066136,37512.84837,0
1.064716387,1.599802405,0.649231707,0.220431548,302.6460292,25142.02044,0
1.010216505,1.452662005,0.694785485,0.166319305,268.3390713,21031.41384,0
