3.075,0.47,-0.69,-0.45
3.076,0.53,-0.66,-0.35
3.077,0.57,-0.66,-0.25
3.078,0.62,-0.66,-0.17
3.079,0.65,-0.66,-0.1
3.08,0.68,-0.64,-0.03
3.081,0.7,-0.62,0.03
3.082,0.72,-0.6,0.1
3.083,0.76,-0.56,0.19
3.084,0.82,-0.47,0.4
3.085,0.84,-0.42,0.48
3.086,0.9,-0.33,0.49
3.087,1.01,-0.24,0.41
3.092,1.17,-0.17,0.29
3.094,1.29,-0.12,0.19
3.099,1.32,-0.09,0.25
3.105,1.27,-0.06,0.53
3.109,1.21,0.01,1.05
3.114,1.21,0.11,1.68
3.121,1.27,0.2,2.31
3.124,1.37,0.25,2.95
3.129,1.42,0.26,3.54
3.138,1.4,0.25,4.01
3.14,1.33,0.28,4.01
3.144,1.29,0.35,4.01
3.15,1.27,0.44,4.01
3.165,1.27,0.59,4.01
3.169,1.34,0.76,4.01
3.17,1.42,0.94,4.01
3.172,1.51,1.12,3.91
3.187,1.61,1.27,3.59
3.188,1.72,1.38,3.33
3.19,1.8,1.46,3.11
3.191,1.8,1.48,2.89
3.194,1.75,1.47,2.65
3.205,1.66,1.43,2.41
3.206,1.54,1.37,2.16
3.21,1.39,1.28,1.92
3.215,1.24,1.2,1.73
3.221,1.11,1.11,1.55
3.225,0.98,1.05,1.38
3.23,0.85,0.98,1.24
3.24,0.7,0.91,1.1
3.241,0.55,0.84,0.99
3.245,0.39,0.78,0.9
3.251,0.23,0.7,0.83
3.258,0.08,0.63,0.74
3.26,-0.08,0.57,0.64
3.265,-0.24,0.52,0.53
3.273,-0.36,0.47,0.43
3.275,-0.45,0.43,0.36
3.28,-0.53,0.38,0.32
3.297,-0.61,0.34,0.3
3.298,-0.67,0.3,0.28
3.301,-0.71,0.29,0.27
3.328,-0.72,0.28,0.27
3.33,-0.75,0.27,0.27
3.331,-0.78,0.27,0.26
3.336,-0.79,0.3,0.23
3.337,-0.8,0.33,0.2
3.338,-0.79,0.38,0.17
3.339,-0.76,0.44,0.16
3.34,-0.74,0.55,0.11
3.342,-0.73,0.61,0.1
3.354,-0.72,0.66,0.11
3.357,-0.72,0.71,0.12
3.358,-0.73,0.75,0.11
3.361,-0.75,0.77,0.09
3.369,-0.77,0.79,0.06
3.371,-0.79,0.81,0
3.38,-0.78,0.83,-0.08
3.386,-0.77,0.84,-0.12
3.388,-0.77,0.86,-0.16
3.396,-0.77,0.89,-0.18
3.398,-0.77,0.91,-0.2
3.418,-0.76,0.93,-0.18
3.421,-0.72,0.96,-0.11
3.423,-0.65,0.98,-0.03
3.424,-0.62,1,0.08
3.426,-0.62,1.01,0.19
3.428,-0.59,1.02,0.31
3.432,-0.59,1.06,0.4
3.437,-0.6,1.09,0.49
3.459,-0.6,1.13,0.57
3.461,-0.58,1.19,0.66
3.462,-0.54,1.25,0.79
3.463,-0.49,1.34,1.04
3.464,-0.47,1.41,1.39
3.467,-0.48,1.47,1.72
3.492,-0.54,1.57,2.08
3.494,-0.52,1.73,2.52
3.495,-0.41,1.91,3.04
3.497,-0.3,2.05,3.63
3.498,-0.18,2.13,4.01
3.502,-0.03,2.18,4.01
3.503,0.13,2.19,4.01
3.515,0.33,2.16,4.01
3.52,0.64,2.06,4.01
3.522,1,1.88,4.01
3.525,1.32,1.7,4.01
3.534,1.59,1.59,4.01
3.536,1.83,1.53,4.01
3.537,2.04,1.49,4.01
3.542,2.22,1.47,4.01
3.547,2.36,1.44,3.86
3.563,2.47,1.36,3.71
3.564,2.51,1.21,3.59
3.565,2.43,0.99,3.47
3.579,2.28,0.74,3.32
3.58,2.07,0.47,3.14
3.581,1.86,0.22,2.94
3.582,1.67,-0.01,2.75
3.588,1.49,-0.2,2.59
3.592,1.33,-0.36,2.39
3.597,1.05,-0.61,1.89
3.604,0.91,-0.71,1.61
3.607,0.79,-0.8,1.35
3.612,0.67,-0.88,1.13
3.621,0.56,-0.96,0.93
3.623,0.48,-1.01,0.75
3.627,0.41,-1.04,0.58
3.632,0.33,-1.08,0.42
3.638,0.26,-1.12,0.28
3.643,0.19,-1.16,0.16
3.647,0.15,-1.19,0.06
3.654,0.15,-1.22,-0.02
3.658,0.17,-1.24,-0.09
3.663,0.21,-1.28,-0.15
3.671,0.26,-1.3,-0.21
3.674,0.28,-1.34,-0.25
3.678,0.3,-1.39,-0.27
3.684,0.3,-1.44,-0.29
3.69,0.27,-1.5,-0.3
3.694,0.24,-1.56,-0.33
3.698,0.19,-1.62,-0.34
3.705,0.13,-1.69,-0.38
3.708,0.07,-1.74,-0.43
3.713,0.02,-1.76,-0.5
3.729,-0.01,-1.74,-0.57
3.736,-0.02,-1.72,-0.69
3.738,-0.03,-1.68,-0.81
3.739,-0.03,-1.6,-0.92
3.741,-0.01,-1.52,-1.02
3.749,0.02,-1.42,-1.13
3.753,0.08,-1.33,-1.23
3.754,0.15,-1.24,-1.32
3.766,0.22,-1.15,-1.36
3.768,0.3,-1.08,-1.37
3.77,0.37,-1.02,-1.35
3.777,0.44,-0.97,-1.26
3.779,0.51,-0.94,-1.16
3.784,0.56,-0.92,-1.03
3.791,0.62,-0.91,-0.9
3.794,0.65,-0.92,-0.74
3.799,0.67,-0.93,-0.57
3.805,0.7,-0.93,-0.4
3.809,0.68,-0.95,-0.27
3.814,0.67,-0.96,-0.14
3.821,0.65,-0.96,0
3.824,0.63,-0.93,0.15
3.829,0.63,-0.86,0.26
3.84,0.71,-0.79,0.25
3.842,0.82,-0.73,0.11
3.844,0.9,-0.65,-0.05
3.849,1.01,-0.52,-0.16
3.862,1.13,-0.41,-0.09
3.87,1.29,-0.27,0.19
3.873,1.74,0.1,1.3
3.874,1.88,0.31,1.97
3.875,1.88,0.44,2.61
3.886,1.78,0.47,3.2
3.887,1.66,0.41,3.76
3.89,1.55,0.37,4.01
3.894,1.52,0.44,4.01
3.9,1.55,0.59,4.01
3.905,1.65,0.76,4.01
3.91,1.79,0.95,4.01
3.914,1.93,1.16,4.01
3.921,2.06,1.34,4.01
3.925,2.14,1.49,3.93
3.929,2.17,1.58,3.6
3.938,2.14,1.61,3.39
3.94,2.05,1.59,3.26
3.945,1.92,1.51,3.14
3.95,1.78,1.42,2.99
3.957,1.63,1.32,2.8
3.96,1.46,1.24,2.55
3.965,1.29,1.15,2.25
3.971,1.12,1.05,1.95
4.018,0.96,0.97,1.68
4.021,0.8,0.91,1.45
4.025,0.67,0.86,1.24
4.026,0.53,0.8,1.06
4.026,0.4,0.75,0.9
4.027,0.26,0.7,0.75
4.028,0.12,0.65,0.61
4.028,-0.01,0.61,0.45
4.029,-0.13,0.57,0.31
4.029,-0.22,0.52,0.19
4.03,-0.29,0.47,0.13
4.036,-0.36,0.44,0.11
4.036,-0.42,0.42,0.1
4.041,-0.47,0.4,0.11
4.045,-0.51,0.4,0.11
4.054,-0.57,0.38,0.13
4.055,-0.63,0.37,0.15
4.06,-0.65,0.4,0.12
4.065,-0.68,0.41,0.12
4.071,-0.73,0.41,0.11
4.076,-0.79,0.42,0.11
4.081,-0.86,0.42,0.11
4.087,-0.9,0.44,0.14
4.091,-0.95,0.49,0.14
4.096,-0.97,0.55,0.12
4.103,-0.97,0.61,0.08
4.106,-0.94,0.67,0.02
4.111,-0.89,0.73,-0.05
4.116,-0.83,0.77,-0.13
4.123,-0.78,0.78,-0.21
4.126,-0.68,0.83,-0.31
4.131,-0.64,0.86,-0.35
4.156,-0.6,0.88,-0.36
4.157,-0.55,0.89,-0.34
4.159,-0.5,0.91,-0.29
4.161,-0.48,0.9,-0.23
4.162,-0.47,0.88,-0.15
