0.006,-0.11,0.44,0.76
0.007,-0.09,0.46,0.78
0.015,-0.06,0.47,0.79
0.016,-0.03,0.49,0.8
0.019,-0.02,0.51,0.81
0.024,0,0.52,0.81
0.032,0,0.52,0.8
0.035,0.01,0.53,0.78
0.039,0.01,0.53,0.76
0.044,0.01,0.53,0.75
0.05,0,0.54,0.74
0.054,-0.01,0.53,0.74
0.06,-0.02,0.53,0.75
0.071,-0.04,0.53,0.74
0.072,-0.1,0.54,0.79
0.075,-0.11,0.55,0.86
0.087,-0.11,0.54,0.89
0.089,-0.13,0.52,0.93
0.091,-0.17,0.49,0.95
0.095,-0.19,0.48,0.97
0.102,-0.21,0.48,0.99
0.105,-0.22,0.48,0.99
0.11,-0.23,0.49,1
0.132,-0.22,0.5,0.99
0.137,-0.2,0.52,0.96
0.138,-0.18,0.53,0.95
0.139,-0.16,0.55,0.92
0.14,-0.14,0.57,0.9
0.141,-0.13,0.58,0.9
0.147,-0.11,0.59,0.91
0.157,-0.1,0.6,0.92
0.159,-0.08,0.61,0.93
0.161,-0.07,0.6,0.97
0.17,-0.07,0.6,0.99
0.172,-0.08,0.59,1.01
0.176,-0.08,0.58,1.02
0.186,-0.09,0.57,1.02
0.188,-0.09,0.58,1.02
0.191,-0.07,0.6,1.02
0.196,-0.05,0.6,1.05
0.204,-0.03,0.59,1.1
0.207,-0.02,0.58,1.16
0.212,-0.01,0.56,1.25
0.22,-0.02,0.54,1.36
0.222,-0.02,0.5,1.48
0.228,-0.03,0.45,1.59
0.239,-0.04,0.4,1.69
0.241,-0.05,0.35,1.76
0.242,-0.07,0.31,1.79
0.247,-0.09,0.27,1.78
0.255,-0.1,0.24,1.72
0.257,-0.09,0.24,1.64
0.261,-0.09,0.25,1.5
0.269,-0.08,0.28,1.34
0.289,-0.07,0.32,1.16
0.29,-0.07,0.36,0.98
0.292,-0.06,0.42,0.8
0.299,-0.03,0.47,0.65
0.301,-0.01,0.51,0.52
0.302,0.01,0.53,0.43
0.304,0.03,0.53,0.4
0.321,0.18,0.49,0.34
0.322,0.07,0.46,0.46
0.324,0.02,0.45,0.52
0.325,0,0.46,0.54
0.327,-0.04,0.44,0.61
0.334,-0.06,0.42,0.68
0.337,-0.08,0.41,0.74
0.342,-0.08,0.42,0.77
0.352,-0.08,0.42,0.78
0.353,-0.07,0.43,0.78
0.357,-0.07,0.43,0.77
0.363,-0.08,0.45,0.74
0.37,-0.09,0.46,0.71
0.372,-0.08,0.48,0.66
0.377,-0.08,0.5,0.61
0.384,-0.06,0.52,0.54
0.387,0.02,0.53,0.48
0.392,0.08,0.55,0.42
0.399,0.11,0.59,0.34
0.422,0.11,0.65,0.27
0.427,0.13,0.68,0.2
0.428,0.16,0.72,0.14
0.43,0.16,0.73,0.11
0.433,0.15,0.71,0.07
0.434,0.12,0.67,0.03
0.435,0.08,0.6,0.1
0.461,0.02,0.54,0.16
0.466,-0.06,0.5,0.19
0.466,-0.16,0.47,0.21
0.467,-0.28,0.39,0.33
0.468,-0.3,0.31,0.49
0.468,-0.18,0.28,0.55
0.469,-0.06,0.25,0.6
0.473,-0.01,0.2,0.63
0.478,-0.01,0.15,0.6
0.483,0.02,0.12,0.59
0.488,0.09,0.13,0.56
0.493,0.16,0.14,0.51
0.499,0.25,0.12,0.44
0.514,0.33,0.12,0.33
0.515,0.4,0.1,0.23
0.515,0.44,0.1,0.16
0.519,0.47,0.1,0.1
0.523,0.48,0.09,0.08
0.528,0.49,0.08,0.08
0.533,0.51,0.08,0.09
0.538,0.54,0.08,0.13
0.543,0.57,0.08,0.16
0.561,0.62,0.08,0.19
0.563,0.66,0.07,0.22
0.564,0.7,0.05,0.24
0.565,0.74,0.01,0.25
0.569,0.8,-0.02,0.28
0.573,0.86,-0.05,0.29
0.578,0.96,-0.09,0.29
0.583,1.06,-0.16,0.27
0.588,1.12,-0.26,0.25
0.593,1.14,-0.36,0.22
0.599,1.13,-0.46,0.21
0.603,1.1,-0.54,0.23
0.609,0.96,-0.65,0.33
0.617,0.89,-0.69,0.41
0.619,0.84,-0.74,0.52
0.624,0.82,-0.78,0.64
0.629,0.82,-0.81,0.8
0.635,0.84,-0.83,0.93
0.639,0.86,-0.83,1.04
0.644,0.86,-0.82,1.11
0.65,0.89,-0.81,1.14
0.654,0.94,-0.79,1.12
0.659,1.02,-0.78,1.06
0.67,1.11,-0.8,0.98
0.672,1.17,-0.82,0.87
0.675,1.2,-0.83,0.76
0.7,1.16,-0.84,0.68
0.703,1.11,-0.83,0.65
0.705,1.04,-0.82,0.65
0.707,0.99,-0.81,0.68
0.708,0.94,-0.8,0.77
0.71,0.91,-0.81,0.85
0.712,0.88,-0.81,0.96
0.719,0.87,-0.81,1.06
0.721,0.85,-0.79,1.17
0.725,0.84,-0.77,1.27
0.73,0.85,-0.74,1.35
0.735,0.88,-0.73,1.4
0.74,0.91,-0.72,1.41
0.745,0.96,-0.72,1.38
0.752,1.01,-0.72,1.3
0.755,1.05,-0.71,1.2
0.76,1.07,-0.72,1.08
0.773,1.1,-0.71,0.98
0.774,1.15,-0.68,0.92
0.775,1.2,-0.65,0.87
0.782,1.25,-0.64,0.83
0.788,1.28,-0.62,0.79
0.79,1.32,-0.62,0.8
0.795,1.35,-0.6,0.86
0.81,1.37,-0.58,0.94
0.813,1.4,-0.56,1.02
0.814,1.42,-0.55,1.09
0.815,1.42,-0.55,1.14
0.84,1.43,-0.56,1.17
0.842,1.42,-0.56,1.2
0.843,1.39,-0.55,1.2
0.844,1.35,-0.52,1.17
0.846,1.3,-0.5,1.11
0.847,1.25,-0.45,1.03
0.854,1.2,-0.41,0.96
0.856,1.15,-0.37,0.9
0.861,1.1,-0.34,0.85
0.868,1.05,-0.31,0.81
0.87,0.99,-0.28,0.8
0.875,0.92,-0.26,0.8
0.886,0.86,-0.26,0.81
0.887,0.79,-0.26,0.84
0.89,0.72,-0.26,0.85
0.895,0.65,-0.28,0.88
0.901,0.51,-0.28,0.9
0.906,0.47,-0.26,0.89
0.91,0.45,-0.24,0.86
0.917,0.45,-0.21,0.82
0.921,0.46,-0.2,0.76
0.926,0.47,-0.17,0.71
0.933,0.48,-0.16,0.65
0.936,0.5,-0.14,0.6
0.941,0.52,-0.14,0.57
0.948,0.53,-0.17,0.34
0.955,0.56,-0.12,0.45
0.957,0.52,-0.12,0.58
0.961,0.55,-0.14,0.64
0.968,0.58,-0.17,0.64
0.988,0.61,-0.2,0.65
0.99,0.61,-0.2,0.64
0.99,0.63,-0.19,0.61
0.992,0.65,-0.18,0.59
0.993,0.69,-0.18,0.58
0.997,0.71,-0.2,0.57
1.01,0.73,-0.21,0.58
1.019,0.75,-0.24,0.61
1.02,0.78,-0.25,0.64
1.021,0.81,-0.26,0.67
1.022,0.85,-0.27,0.7
1.027,0.88,-0.28,0.72
1.035,0.9,-0.29,0.76
1.037,0.92,-0.31,0.88
1.043,0.96,-0.3,0.93
1.05,0.96,-0.26,0.85
1.052,0.94,-0.23,0.83
1.057,0.97,-0.22,0.91
1.062,0.99,-0.21,0.98
1.067,1,-0.22,1.02
1.072,1.02,-0.19,1.06
1.077,1.03,-0.18,1.09
1.094,1.06,-0.17,1.12
1.095,1.09,-0.18,1.13
1.095,1.13,-0.19,1.14
1.109,1.17,-0.21,1.16
1.11,1.19,-0.22,1.16
1.11,1.22,-0.23,1.17
1.112,1.25,-0.23,1.17
1.119,1.26,-0.27,1.08
1.126,1.23,-0.23,1.06
1.127,1.33,-0.19,1
1.134,1.42,-0.16,1.07
1.137,1.42,-0.17,1.14
1.142,1.4,-0.18,1.17
1.15,1.38,-0.19,1.14
1.152,1.4,-0.18,1.07
1.157,1.4,-0.15,1.01
1.162,1.42,-0.12,0.97
1.168,1.46,-0.11,0.94
1.173,1.5,-0.12,0.94
1.177,1.52,-0.15,0.94
1.184,1.51,-0.16,0.94
1.188,1.5,-0.16,0.95
1.193,1.49,-0.14,0.95
1.2,1.45,-0.08,0.97
1.207,1.44,-0.05,0.96
1.208,1.42,-0.02,0.94
1.214,1.41,0.01,0.93
1.222,1.41,0.05,0.9
1.223,1.42,0.06,0.86
1.228,1.42,0.07,0.83
1.235,1.42,0.06,0.79
1.238,1.42,0.05,0.76
1.243,1.43,0.03,0.72
1.272,1.45,0,0.69
1.274,1.46,-0.06,0.67
1.275,1.47,-0.12,0.64
1.276,1.47,-0.18,0.64
1.291,1.48,-0.25,0.64
1.292,1.48,-0.31,0.67
1.295,1.47,-0.36,0.67
